PartE: 
(61170, 'DEF  ', 82985, 'ABC  ')
(53820, 'ABC  ', 75024, 'DEF  ')
(75024, 'DEF  ', 53820, 'ABC  ')
(53820, 'ABC  ', 72893, 'DEF  ')
(53820, 'ABC  ', 75024, 'DEF  ')
(74193, 'ABC  ', 72893, 'DEF  ')
(74193, 'ABC  ', 75024, 'DEF  ')
(72893, 'DEF  ', 53820, 'ABC  ')
(72893, 'DEF  ', 74193, 'ABC  ')
(75024, 'DEF  ', 53820, 'ABC  ')
(75024, 'DEF  ', 74193, 'ABC  ')
(74193, 'ABC  ', 72893, 'DEF  ')
(72893, 'DEF  ', 74193, 'ABC  ')
(71384, 'ABC  ', 74527, 'DEF  ')
(74527, 'DEF  ', 71384, 'ABC  ')
(66961, 'ABC  ', 55555, 'DEF  ')
(55555, 'DEF  ', 66961, 'ABC  ')
(22110, 'ABC  ', 10287, 'DEF  ')
(67016, 'ABC  ', 10287, 'DEF  ')
(10287, 'DEF  ', 22110, 'ABC  ')
(10287, 'DEF  ', 67016, 'ABC  ')
(10287, 'DEF  ', 72614, 'ABC  ')
(10287, 'DEF  ', 14832, 'ABC  ')
(10287, 'DEF  ', 22110, 'ABC  ')
(10287, 'DEF  ', 27057, 'ABC  ')
(72614, 'ABC  ', 10287, 'DEF  ')
(14832, 'ABC  ', 10287, 'DEF  ')
(22110, 'ABC  ', 10287, 'DEF  ')
(27057, 'ABC  ', 10287, 'DEF  ')
(26153, 'ABC  ', 72724, 'DEF  ')
(72724, 'DEF  ', 26153, 'ABC  ')
(72724, 'DEF  ', 72925, 'ABC  ')
(72925, 'ABC  ', 72724, 'DEF  ')
(72925, 'ABC  ', 26153, 'DEF  ')
(72724, 'ABC  ', 26153, 'DEF  ')
(26153, 'DEF  ', 72925, 'ABC  ')
(26153, 'DEF  ', 72724, 'ABC  ')
(72724, 'DEF  ', 72614, 'ABC  ')
(72614, 'ABC  ', 72724, 'DEF  ')
(26153, 'ABC  ', 10287, 'DEF  ')
(10287, 'DEF  ', 26153, 'ABC  ')
(10287, 'ABC  ', 26153, 'DEF  ')
(26153, 'DEF  ', 10287, 'ABC  ')
